Gene,Expression,Age,Class,MainType,ClusterName,Subclass
Srrm4,1.103942652329749,14.5,Neuron,Neurons,Neur602,Hindbrain glycinergic
Srrm4,1.7871720116618075,12.5,Neuron,Neurons,Neur603,Hindbrain glycinergic
Srrm4,1.6259541984732824,15.0,Neuron,Neurons,Neur604,Hindbrain glycinergic
Srrm4,1.012158054711246,15.0,Neuron,Neurons,Neur605,Hindbrain glycinergic
Srrm4,1.0986842105263157,17.0,Neuron,Neurons,Neur606,Spinal cord glycinergic
Srrm4,0.5205479452054794,16.5,Neuron,Neurons,Neur607,Spinal cord glycinergic
Srrm4,0.5398230088495575,17.0,Neuron,Neurons,Neur608,Hindbrain GABAergic
Srrm4,0.47619047619047616,12.0,Neuron,Neurons,Neur609,Hindbrain GABAergic
Srrm4,0.6381322957198443,15.0,Neuron,Neurons,Neur610,Hindbrain GABAergic
Srrm4,0.8221343873517787,14.5,Neuron,Neurons,Neur611,Hindbrain GABAergic
Srrm4,1.1072386058981234,10.0,Neuron,Neurons,Neur612,Hindbrain glycinergic
Srrm4,0.8050847457627118,16.5,Neuron,Neurons,Neur615,Hindbrain GABAergic
Srrm4,0.7368421052631579,16.5,Neuron,Neurons,Neur616,Hindbrain GABAergic
Srrm4,0.8903743315508021,10.0,Neuron,Neurons,Neur617,Hindbrain glycinergic
Srrm4,0.9814814814814815,14.0,Neuron,Neurons,Neur618,Hindbrain GABAergic
Srrm4,0.9886685552407932,12.5,Neuron,Neurons,Neur619,Hindbrain GABAergic
Srrm4,1.2464788732394365,15.0,Neuron,Neurons,Neur620,Hindbrain glycinergic
Srrm4,1.2986666666666666,14.5,Neuron,Neurons,Neur621,Hindbrain glycinergic
Srrm4,0.888,12.5,Neuron,Neurons,Neur622,Hindbrain glycinergic
Srrm4,0.9518900343642611,15.0,Neuron,Neurons,Neur623,Spinal cord glutamatergic
Srrm4,0.8941176470588236,17.0,Neuron,Neurons,Neur627,Hindbrain glutamatergic
Srrm4,0.7521367521367521,14.5,Neuron,Neurons,Neur628,Hindbrain glutamatergic
Srrm4,1.161137440758294,14.5,Neuron,Neurons,Neur629,Hindbrain glutamatergic
Srrm4,1.7362637362637363,16.5,Neuron,Neurons,Neur630,Hindbrain glutamatergic
Srrm4,1.3443708609271523,10.0,Neuron,Neurons,Neur631,Hindbrain glutamatergic
Srrm4,1.4064171122994653,12.5,Neuron,Neurons,Neur632,Hindbrain glutamatergic
Srrm4,1.158590308370044,18.0,Neuron,Neurons,Neur633,Hindbrain glutamatergic
Srrm4,1.1938775510204083,16.5,Neuron,Neurons,Neur634,Hindbrain glutamatergic
Srrm4,1.410071942446043,12.5,Neuron,Neurons,Neur635,Hindbrain glutamatergic
Srrm4,1.7,12.5,Neuron,Neurons,Neur636,Hindbrain glutamatergic
Srrm4,1.0101010101010102,12.5,Neuron,Neurons,Neur637,Hindbrain glutamatergic
Srrm4,1.1727272727272726,10.0,Neuron,Neurons,Neur638,Hindbrain glutamatergic
Srrm4,1.025974025974026,12.5,Neuron,Neurons,Neur639,Hindbrain glutamatergic
Srrm4,1.029520295202952,10.0,Neuron,Neurons,Neur640,Hindbrain glutamatergic
Srrm4,1.6020408163265305,17.5,Neuron,Neurons,Neur641,Hindbrain glutamatergic
Srrm4,1.0508474576271187,15.0,Neuron,Neurons,Neur642,Hindbrain glutamatergic
Srrm4,1.1160714285714286,14.0,Neuron,Neurons,Neur643,Hindbrain glutamatergic
Srrm4,1.1241379310344828,10.0,Neuron,Neurons,Neur645,Hindbrain glutamatergic
Srrm4,0.8769230769230769,13.5,Neuron,Neurons,Neur646,Hindbrain glutamatergic
Srrm4,2.48,14.0,Neuron,Neurons,Neur647,Hypothalamus glutamatergic
Srrm4,2.0,14.0,Neuron,Neurons,Neur648,Hypothalamus glutamatergic
Srrm4,1.720626631853786,16.5,Neuron,Neurons,Neur649,Hypothalamus glutamatergic
Srrm4,0.8773584905660378,17.5,Neuron,Neurons,Neur650,Hindbrain serotoninergic
Srrm4,0.7227272727272728,17.5,Neuron,Neurons,Neur652,Midbrain dopaminergic
Srrm4,0.6901408450704225,13.0,Neuron,Neurons,Neur653,Midbrain dopaminergic
Srrm4,0.5280898876404494,18.0,Neuron,Neurons,Neur654,Midbrain glutamatergic
Srrm4,0.6551724137931034,14.0,Neuron,Neurons,Neur655,Midbrain glutamatergic
Srrm4,0.6486486486486487,12.5,Neuron,Neurons,Neur656,Midbrain glutamatergic
Srrm4,1.4206349206349207,13.5,Neuron,Neurons,Neur657,Midbrain glutamatergic
Srrm4,1.795774647887324,15.0,Neuron,Neurons,Neur658,Midbrain glutamatergic
Srrm4,1.168141592920354,10.0,Neuron,Neurons,Neur659,Midbrain glutamatergic
Srrm4,0.8206896551724138,15.0,Neuron,Neurons,Neur660,Midbrain glutamatergic
Srrm4,1.0769230769230769,10.0,Neuron,Neurons,Neur661,Midbrain glutamatergic
Srrm4,1.67,13.0,Neuron,Neurons,Neur662,Midbrain glutamatergic
Srrm4,1.2077294685990339,14.0,Neuron,Neurons,Neur663,Hypothalamus
Srrm4,0.7486033519553073,15.5,Neuron,Neurons,Neur664,Hypothalamus
Srrm4,1.021505376344086,14.0,Neuron,Neurons,Neur665,Forebrain glutamatergic
Srrm4,0.9536082474226805,16.5,Neuron,Neurons,Neur666,Cajal-Retzius
Srrm4,1.0432692307692308,17.0,Neuron,Neurons,Neur667,Forebrain glutamatergic
Srrm4,3.3189655172413794,12.5,Neuron,Neurons,Neur669,Forebrain glutamatergic
Srrm4,2.9704251386321627,14.0,Neuron,Neurons,Neur670,Forebrain glutamatergic
Srrm4,2.154109589041096,11.0,Neuron,Neurons,Neur671,Forebrain glutamatergic
Srrm4,3.127348643006263,15.0,Neuron,Neurons,Neur672,Forebrain glutamatergic
Srrm4,3.0405405405405403,13.5,Neuron,Neurons,Neur673,Forebrain glutamatergic
Srrm4,0.3854748603351955,16.0,Neuron,Neurons,Neur677,Cajal-Retzius
Srrm4,0.38461538461538464,13.5,Neuron,Neurons,Neur678,Cajal-Retzius
Srrm4,3.828996282527881,14.0,Neuron,Neurons,Neur680,Forebrain glutamatergic
Srrm4,2.1677704194260485,10.0,Neuron,Neurons,Neur681,Forebrain glutamatergic
Srrm4,1.784,12.5,Neuron,Neurons,Neur682,Forebrain glutamatergic
Srrm4,1.831578947368421,14.0,Neuron,Neurons,Neur683,Forebrain glutamatergic
Srrm4,0.7136563876651982,10.0,Neuron,Neurons,Neur684,Forebrain glutamatergic
Srrm4,0.7142857142857143,16.25,Neuron,Neurons,Neur685,Forebrain glutamatergic
Srrm4,0.6285714285714286,12.5,Neuron,Neurons,Neur687,Cajal-Retzius
Srrm4,1.6292682926829267,12.5,Neuron,Neurons,Neur689,Forebrain glutamatergic
Srrm4,0.7142857142857143,12.0,Neuron,Neurons,Neur691,Hypothalamus
Srrm4,0.4230769230769231,18.0,Neuron,Neurons,Neur692,Hypothalamus
Srrm4,1.2765957446808511,14.0,Neuron,Neurons,Neur693,Hypothalamus
Srrm4,0.8713110788582487,10.0,Neuron,Neurons,Neur695,Hypothalamus
Srrm4,0.9125,15.0,Neuron,Neurons,Neur696,Hypothalamus
Srrm4,1.1764705882352942,12.0,Neuron,Neurons,Neur698,Hypothalamus
Srrm4,0.6891891891891891,13.0,Neuron,Neurons,Neur699,Spinal cord glutamatergic
Srrm4,0.6235955056179775,17.5,Neuron,Neurons,Neur700,Spinal cord glutamatergic
Srrm4,0.6906474820143885,16.0,Neuron,Neurons,Neur701,Spinal cord glutamatergic
Srrm4,0.5799256505576208,12.0,Neuron,Neurons,Neur702,Midbrain glutamatergic
Srrm4,0.6111111111111112,11.0,Neuron,Neurons,Neur704,Midbrain glutamatergic
Srrm4,0.6580310880829016,12.0,Neuron,Neurons,Neur708,Midbrain glutamatergic
Srrm4,1.49645390070922,12.0,Neuron,Neurons,Neur713,Midbrain glutamatergic
Srrm4,1.2906846240179572,13.0,Neuron,Neurons,Neur714,Midbrain glutamatergic
Srrm4,0.5392405063291139,15.5,Neuron,Neurons,Neur715,Forebrain glutamatergic
Srrm4,0.7537796976241901,17.0,Neuron,Neurons,Neur716,Forebrain glutamatergic
Srrm4,0.9194630872483222,15.5,Neuron,Neurons,Neur717,Forebrain glutamatergic
Srrm4,0.9965635738831615,16.5,Neuron,Neurons,Neur718,Forebrain glutamatergic
Srrm4,0.362962962962963,13.0,Neuron,Neurons,Neur720,Forebrain glutamatergic
Srrm4,0.44776119402985076,12.5,Neuron,Neurons,Neur721,Forebrain glutamatergic
Srrm4,1.043227665706052,12.5,Neuron,Neurons,Neur722,Forebrain glutamatergic
Srrm4,1.2841444270015698,12.0,Neuron,Neurons,Neur723,Forebrain glutamatergic
Srrm4,1.0574712643678161,12.0,Neuron,Neurons,Neur724,Forebrain glutamatergic
Srrm4,1.4210526315789473,12.5,Neuron,Neurons,Neur725,Forebrain glutamatergic
Srrm4,0.16666666666666666,12.0,Neuron,Neurons,Neur726,Mixed region
Srrm4,0.39285714285714285,12.0,Neuron,Neurons,Neur727,Mixed region glutamatergic
Srrm4,1.089655172413793,16.25,Neuron,Neurons,Neur728,Mixed region and neurotransmitter
Srrm4,0.8333333333333334,12.5,Neuron,Neurons,Neur729,Mixed region and neurotransmitter
Srrm4,0.8151875571820677,16.25,Neuron,Neurons,Neur730,Mixed region and neurotransmitter
Srrm4,0.9360670194003528,16.25,Neuron,Neurons,Neur732,Mixed region glutamatergic
Srrm4,0.863013698630137,11.0,Neuron,Neurons,Neur734,Mixed region glutamatergic
Srrm4,1.049910873440285,11.0,Neuron,Neurons,Neur736,Mixed region GABAergic
Srrm4,0.8157570783750513,12.5,Neuron,Neurons,Neur737,Mixed region GABAergic
Srrm4,0.9564766839378238,16.25,Neuron,Neurons,Neur738,Mixed region GABAergic
Srrm4,0.8161434977578476,10.0,Neuron,Neurons,Neur739,Mixed region GABAergic
Srrm4,0.7352941176470589,11.0,Neuron,Neurons,Neur741,Forebrain glutamatergic
Srrm4,1.0389610389610389,12.0,Neuron,Neurons,Neur742,Forebrain glutamatergic
Srrm4,0.7692307692307693,11.0,Neuron,Neurons,Neur743,Mixed region glutamatergic
Srrm4,0.8488372093023255,10.0,Neuron,Neurons,Neur744,Forebrain glutamatergic
Srrm4,0.9358108108108109,11.0,Neuron,Neurons,Neur745,Forebrain glutamatergic
Srrm4,1.0457516339869282,14.0,Neuron,Neurons,Neur746,Forebrain GABAergic
Srrm4,1.8486486486486486,14.0,Neuron,Neurons,Neur747,Forebrain GABAergic
Srrm4,0.6206896551724138,14.5,Neuron,Neurons,Neur748,Forebrain GABAergic
Srrm4,1.0095541401273886,11.0,Neuron,Neurons,Neur751,Forebrain glutamatergic
Srrm4,1.75,14.0,Neuron,Neurons,Neur752,Mixed region glutamatergic
Srrm4,0.6744186046511628,12.0,Neuron,Neurons,Neur753,Forebrain glutamatergic
Srrm4,0.31976744186046513,14.0,Neuron,Neurons,Neur754,Forebrain glutamatergic
Srrm4,0.7986111111111112,15.5,Neuron,Neurons,Neur755,Hindbrain glycinergic
Srrm4,0.7217068645640075,14.5,Neuron,Neurons,Neur756,Hindbrain glycinergic
Srrm4,0.775609756097561,13.0,Neuron,Neurons,Neur758,Spinal cord glycinergic
Srrm4,0.38738738738738737,14.5,Neuron,Neurons,Neur762,Cerebellum GABAergic
Srrm4,1.210727969348659,11.0,Neuron,Neurons,Neur767,Posterior hindbrain glutamatergic
Srrm4,2.085858585858586,14.5,Neuron,Neurons,Neur769,Motor neuron
Srrm4,1.2222222222222223,16.5,Neuron,Neurons,Neur771,Dorsal midbrain glutamatergic
Srrm4,0.9787234042553191,15.0,Neuron,Neurons,Neur772,Dorsal midbrain glutamatergic
Srrm4,2.2988505747126435,10.0,Neuron,Neurons,Neur773,Sensory neuron
Srrm4,2.475,10.0,Neuron,Neurons,Neur774,Sensory neuron
Srrm4,1.9753086419753085,15.5,Neuron,Neurons,Neur775,Sensory neuron
Srrm4,3.111111111111111,13.5,Neuron,Neurons,Neur776,Cerebellum glutamatergic
Srrm4,1.864,14.5,Neuron,Neurons,Neur777,Cerebellum glutamatergic
Srrm4,1.7594108019639934,13.5,Neuron,Neurons,Neur778,Cerebellum glutamatergic
Srrm4,1.5585042219541616,11.0,Neuron,Neurons,Neur779,Cerebellum glutamatergic
Srrm4,1.2644376899696048,13.5,Neuron,Neurons,Neur780,Cerebellum glutamatergic
Srrm4,1.2307692307692308,14.0,Neuron,Neurons,Neur781,Cerebellum glutamatergic
Srrm4,0.6610169491525424,13.5,Neuron,Neurons,Neur783,Epithalamus glutamatergic
Srrm4,0.4649122807017544,12.5,Neuron,Neurons,Neur784,Epithalamus glutamatergic
Srrm4,0.4322033898305085,14.5,Neuron,Neurons,Neur785,Epithalamus glutamatergic
Srrm4,0.33980582524271846,14.5,Neuron,Neurons,Neur786,Epithalamus glutamatergic
Srrm4,0.8206896551724138,15.5,Neuron,Neurons,Neur787,Epithalamus glutamatergic
Srrm4,0.3183856502242152,12.5,Neuron,Neurons,Neur788,Epithalamus glutamatergic
Srrm4,0.6514285714285715,13.0,Neuron,Neurons,Neur789,Epithalamus glutamatergic
Srrm4,0.7257142857142858,11.0,Neuron,Neurons,Neur791,Epithalamus glutamatergic
Srrm4,1.0921501706484642,11.0,Neuron,Neurons,Neur792,Diencephalon glutamatergic
Srrm4,1.3496503496503496,16.5,Neuron,Neurons,Neur793,Diencephalon glutamatergic
Srrm4,0.8412698412698413,15.5,Neuron,Neurons,Neur794,Diencephalon glutamatergic
Srrm4,1.6842105263157894,11.0,Neuron,Neurons,Neur795,Diencephalon glutamatergic
Srrm4,2.310344827586207,17.5,Neuron,Neurons,Neur796,Diencephalon glutamatergic
Pax6,0.10821643286573146,13.0,Neural crest,Neurons,NeurCrest1,Neural crest
Pax6,1.2312925170068028,16.5,Glioblast,Glioblasts,GblF1,Forebrain
Pax6,1.2103174603174602,11.0,Glioblast,Glioblasts,GblF4,Forebrain
Pax6,1.577656675749319,11.0,Glioblast,Glioblasts,GblF5,Forebrain
Pax6,2.1023622047244093,12.0,Glioblast,Glioblasts,GblF7,Forebrain
Pax6,1.1504424778761062,13.0,Radial glia,Radial glia,RglDF1,Dorsal forebrain
Pax6,1.66875,12.0,Radial glia,Radial glia,RglDF2,Dorsal forebrain
Pax6,1.0169491525423728,13.5,Radial glia,Radial glia,RglDF3,Dorsal forebrain
Pax6,1.9712230215827338,16.5,Radial glia,Radial glia,RglDF4,Dorsal forebrain
Pax6,1.596958174904943,11.0,Radial glia,Radial glia,RglDF5,Dorsal forebrain
Pax6,1.8295454545454546,11.0,Radial glia,Radial glia,RglDF6,Dorsal forebrain
Pax6,2.6144721233689205,11.0,Radial glia,Radial glia,RglDF8,Dorsal forebrain
Pax6,2.4784784784784786,16.25,Radial glia,Radial glia,RglDF9,Dorsal forebrain
Pax6,1.8203125,14.0,Radial glia,Radial glia,RglDF10,Dorsal forebrain
Pax6,1.9215291750503019,13.5,Radial glia,Radial glia,RglDF11,Dorsal forebrain
Pax6,1.3542168674698796,13.0,Radial glia,Radial glia,RglDF12,Dorsal forebrain
Pax6,1.6582278481012658,16.25,Radial glia,Radial glia,RglDF14,Dorsal forebrain
Pax6,1.029535864978903,13.0,Radial glia,Radial glia,RglDF15,Dorsal forebrain
Pax6,0.8760330578512396,17.0,Radial glia,Radial glia,RglCH1,Cortical hem
Pax6,0.0351123595505618,13.0,Radial glia,Radial glia,RglMHB1,Midbrain-hindbrain boundary
Pax6,0.06694560669456066,12.5,Radial glia,Radial glia,RglMHB2,Midbrain-hindbrain boundary
Pax6,0.1015625,12.0,Radial glia,Radial glia,RglMHB3,Midbrain-hindbrain boundary
Pax6,0.029900332225913623,12.0,Radial glia,Radial glia,RglMHB4,Midbrain-hindbrain boundary
Pax6,0.4117647058823529,13.0,Radial glia,Radial glia,RglVM1,Ventral hindbrain
Pax6,0.492003046458492,13.0,Radial glia,Radial glia,RglVM2,Ventral midbrain
Pax6,0.6899755501222494,13.5,Radial glia,Radial glia,RglDM1,Dorsal midbrain
Pax6,0.667885881492319,12.5,Radial glia,Radial glia,RglHRP,Hindbrain roof plate
Pax6,0.3286334056399132,12.5,Radial glia,Radial glia,RglDH1,Dorsal hindbrain
Pax6,1.7294812869336835,13.5,Radial glia,Radial glia,RglDH2,Dorsal hindbrain
Pax6,0.055226824457593686,13.5,Radial glia,Radial glia,RglMBP,Midbrain basal plate
Pax6,0.011695906432748537,12.5,Radial glia,Radial glia,RglMFP,Midbrain floor plate
Pax6,0.0,12.5,Radial glia,Radial glia,RglHFP,Hindbrain floor plate
Pax6,0.0581039755351682,13.0,Radial glia,Radial glia,RglHypFP,Hypothalamic floor-plate like
Pax6,0.026737967914438502,12.0,Radial glia,Radial glia,RglF1,Forebrain
Pax6,0.0847457627118644,17.0,Radial glia,Radial glia,RglF2,Forebrain
Pax6,0.034482758620689655,12.0,Radial glia,Radial glia,RglZLI,Zona limitans intrathalamica
Pax6,0.8080808080808081,12.5,Radial glia,Radial glia,RglRP,Roof plate
Pax6,1.5502890173410404,12.5,Radial glia,Radial glia,RglCH2,Cortical hem
Pax6,0.4783861671469741,8.0,Radial glia,Radial glia,RglACP,Anteromedial cerebral pole
Pax6,0.22066738428417654,14.5,Radial glia,Radial glia,RglF3,Forebrain
Pax6,1.2877526753864448,16.0,Radial glia,Radial glia,RglF5,Forebrain
Pax6,1.5904761904761904,17.0,Radial glia,Radial glia,RglF7,Forebrain
Pax6,1.023121387283237,15.0,Radial glia,Radial glia,RglF8,Forebrain
Pax6,0.38235294117647056,14.0,Radial glia,Radial glia,RglF9,Forebrain
Pax6,0.3695652173913043,12.5,Radial glia,Radial glia,RglF10,Forebrain
Pax6,0.05714285714285714,15.0,Radial glia,Radial glia,RglF11,Forebrain
Pax6,0.9520383693045563,16.0,Radial glia,Radial glia,RglF13,Forebrain
Pax6,0.38788221970554926,14.0,Radial glia,Radial glia,RglF14,Forebrain
Pax6,0.9638386648122392,16.5,Radial glia,Radial glia,RglDD,Dorsal diencephalon
Pax6,0.9384775808133472,17.5,Radial glia,Radial glia,RglH1,Mixed region
Pax6,0.1988472622478386,15.5,Radial glia,Radial glia,RglM1,Midbrain
Pax6,0.06491228070175438,10.0,Radial glia,Radial glia,RglM2,Midbrain
Pax6,0.6293823038397329,15.0,Radial glia,Radial glia,RglM3,Midbrain
Pax6,0.10218978102189781,15.5,Radial glia,Radial glia,RglM4,Midbrain
Pax6,0.2830188679245283,14.0,Radial glia,Radial glia,RglH2,Mixed region
Pax6,1.0455840455840455,16.0,Radial glia,Radial glia,RglH3,Hindbrain
Pax6,0.75,10.0,Radial glia,Radial glia,RglH4,Hindbrain
Pax6,1.4166666666666667,15.5,Radial glia,Radial glia,RglSC,Spinal cord
Pax6,0.061855670103092786,13.0,Radial glia,Radial glia,RglEpen2,Ependymal-like
Pax6,0.6111111111111112,17.0,Radial glia,Radial glia,RglEpen4,Ependymal-like
Pax6,0.013513513513513514,15.0,Radial glia,Radial glia,RglEpen5,Ependymal-like
Pax6,0.0,14.5,Radial glia,Radial glia,RglHyp1,Hypothalamus
Pax6,0.0,10.0,Radial glia,Radial glia,RglHyp2,Hypothalamus
Pax6,0.3137254901960784,14.5,Radial glia,Radial glia,RglHyp3,Hypothalamus
Pax6,0.125,12.5,Radial glia,Radial glia,RglHyp4,Hypothalamus
Pax6,0.058823529411764705,14.0,Radial glia,Radial glia,RglMHB5,Late isthmic organizer
Pax6,0.618421052631579,15.5,Radial glia,Radial glia,RglMix1,Mixed region
Pax6,0.6763848396501457,17.5,Radial glia,Radial glia,RglH5,Hindbrain
Pax6,2.5036496350364965,12.0,Radial glia,Radial glia,RglDH3,Dorsal hindbrain
Pax6,2.0342465753424657,14.5,Radial glia,Radial glia,RglDH4,Dorsal hindbrain
Pax6,0.9468085106382979,11.0,Radial glia,Radial glia,RglDE1,Diencephalon
Pax6,1.0347222222222223,17.5,Radial glia,Radial glia,RglDE2,Diencephalon
Pax6,1.315217391304348,13.0,Radial glia,Radial glia,RglDERP1,Diencephalic roof plate
Pax6,0.35443037974683544,12.0,Radial glia,Radial glia,RglDERP2,Diencephalic roof plate
Pax6,0.4008438818565401,13.0,Glioblast,Glioblasts,GblM1,Midbrain
Pax6,0.0898876404494382,12.5,Glioblast,Glioblasts,GblM3,Midbrain
Pax6,0.7672727272727272,15.0,Glioblast,Glioblasts,GblF8,Forebrain
Pax6,0.925,12.5,Glioblast,Glioblasts,GblF9,Forebrain
Pax6,1.6151898734177215,12.0,Glioblast,Glioblasts,GblF10,Forebrain
Pax6,0.1391941391941392,13.0,Glioblast,Glioblasts,GblF11,Forebrain
Pax6,0.1625441696113074,14.0,Glioblast,Glioblasts,GblF12,Forebrain
Pax6,0.3602941176470588,13.0,Glioblast,Glioblasts,GblMix1,Mixed region
Pax6,0.8966131907308378,12.0,Glioblast,Glioblasts,GblH1,Hindbrain
Pax6,0.7382716049382716,14.5,Glioblast,Glioblasts,GblH2,Hindbrain
Pax6,0.5636363636363636,14.0,Glioblast,Glioblasts,GblH3,Hindbrain
Pax6,0.40074906367041196,15.5,Glioblast,Glioblasts,GblH4,Hindbrain
Pax6,0.8512820512820513,11.0,Glioblast,Glioblasts,GblH6,Hindbrain
Pax6,0.29777777777777775,12.5,Glioblast,OPCs,PreOPC1,PreOPC
Pax6,0.10032894736842106,12.0,Glioblast,OPCs,PreOPC2,PreOPC
Pax6,0.415929203539823,13.5,Glioblast,OPCs,PreOPC3,PreOPC
Pax6,0.2652582159624413,11.0,Glioblast,Glioblasts,GblO1,Mixed region
Pax6,0.5380359612724758,12.0,Glioblast,Glioblasts,GblO2,Mixed region
Pax6,0.5,14.0,Glioblast,OPCs,OPC1,Undefined
Pax6,0.2,16.0,Oligodendrocyte,OPCs,OPC2,Undefined
Pax6,0.14767932489451477,13.0,Oligodendrocyte,OPCs,OPC3,Oligodendrocyte precursor cell
Pax6,0.09271523178807947,12.0,Oligodendrocyte,OPCs,OPC4,Oligodendrocyte precursor cell
Pax6,0.026030368763557483,13.5,Oligodendrocyte,OPCs,OPC5,Oligodendrocyte precursor cell
Pax6,0.029045643153526972,12.0,Oligodendrocyte,OPCs,OPC6,Oligodendrocyte precursor cell
Pax6,0.04861111111111111,12.0,Oligodendrocyte,OPCs,OPC7,Oligodendrocyte precursor cell
Pax6,0.011695906432748537,17.0,Neuroblast,Neuroblasts,NblM1,Midbrain GABAergic
Pax6,1.0833333333333333,15.5,Neuroblast,Neuroblasts,NblM3,Midbrain
Pax6,0.15789473684210525,16.5,Neuroblast,Neuroblasts,NblM4,Midbrain
Pax6,0.017241379310344827,13.0,Neuroblast,Neuroblasts,NblF1,Forebrain glutamatergic
Pax6,0.41535776614310643,15.5,Neuroblast,Neuroblasts,NblF2,Forebrain
Pax6,0.4608294930875576,14.0,Neuroblast,Neuroblasts,NblF3,Forebrain GABAergic
Pax6,0.08522727272727272,12.5,Neuroblast,Neuroblasts,NblF5,Forebrain GABAergic
Pax6,0.4177215189873418,12.5,Neuroblast,Neuroblasts,NblF6,Forebrain GABAergic
Pax6,0.018633540372670808,12.0,Neuroblast,Neuroblasts,NblMN1,Motor neuron
Pax6,0.056074766355140186,11.0,Neuroblast,Neuroblasts,NblMN2,Motor neuron
Pax6,0.2994350282485876,16.5,Neuroblast,Neuroblasts,NblM5,Midbrain
Pax6,0.656,12.0,Neuroblast,Neuroblasts,NblM6,Midbrain
Pax6,0.538961038961039,11.0,Neuroblast,Neuroblasts,NblM7,Midbrain
Pax6,0.6005830903790087,8.5,Neuroblast,Neuroblasts,NblMix2,Mixed region
Pax6,0.2581967213114754,13.0,Neuroblast,Neuroblasts,NblH1,Hindbrain
Pax6,0.13583441138421734,17.0,Neuroblast,Neuroblasts,NblM7,Midbrain
Pax6,0.18859649122807018,13.0,Neuroblast,Neuroblasts,NblM8,Midbrain
Pax6,0.5054945054945055,14.0,Neuroblast,Neuroblasts,NblM9,Midbrain
Pax6,0.0945945945945946,12.5,Neuroblast,Neuroblasts,NblM10,Midbrain
Pax6,0.5102040816326531,14.5,Neuroblast,Neuroblasts,NblMix4,Mixed region
Pax6,1.0,15.0,Neuroblast,Neuroblasts,NblH5,Hindbrain
Pax6,0.27906976744186046,8.5,Neuroblast,Neuroblasts,NblH6,Hindbrain
Pax6,0.3269230769230769,16.0,Neuroblast,Neuroblasts,NblH7,Hindbrain
Pax6,0.2033898305084746,12.5,Neuroblast,Neuroblasts,NblH8,Hindbrain
Pax6,0.10666666666666667,9.0,Neuroblast,Neuroblasts,NblH9,Hindbrain
Pax6,0.6126760563380281,14.5,Neuroblast,Neuroblasts,NblMix5,Mixed region
Pax6,0.4301675977653631,16.0,Neuroblast,Neuroblasts,NblF8,Forebrain
Pax6,0.55,15.0,Neuroblast,Neuroblasts,NblF10,Forebrain glutamatergic
Pax6,0.42424242424242425,13.0,Neuroblast,Neuroblasts,NblF11,Forebrain glutamatergic
Pax6,0.5,15.5,Neuroblast,Neuroblasts,NblH10,Hindbrain
Pax6,3.66,12.5,Neuroblast,Neuroblasts,NblMix6,Mixed region
Pax6,0.14465408805031446,13.5,Neuroblast,Neuroblasts,NblH11,Hindbrain
Pax6,0.09448818897637795,14.5,Neuroblast,Neuroblasts,NblMix7,Mixed region glutamatergic
Pax6,0.20118343195266272,14.5,Neuroblast,Neuroblasts,NblM11,Midbrain glutamatergic
Pax6,0.2887323943661972,14.0,Neuroblast,Neuroblasts,NblM12,Midbrain glutamatergic
Pax6,0.16666666666666666,12.5,Neuroblast,Neuroblasts,NblH14,Hindbrain
Pax6,0.04201680672268908,12.5,Neuroblast,Neuroblasts,NblH16,Hindbrain
Pax6,0.27044025157232704,16.0,Neuroblast,Neuroblasts,NblH17,Hindbrain
Pax6,0.35789473684210527,13.5,Neuroblast,Neuroblasts,NblF12,Forebrain
Pax6,0.04,8.5,Neuroblast,Neuroblasts,NblSN1,Sensory neuron
Pax6,0.0650887573964497,11.0,Undefined,Neuroblasts,NblSN4,Sensory neuron
Pax6,0.13953488372093023,8.5,Neuroblast,Neuroblasts,NblSN5,Sensory neuron
Pax6,0.043478260869565216,11.0,Neuroblast,Neuroblasts,NblSN8,Sensory neuron
Pax6,0.3756345177664975,13.0,Neuroblast,Neuroblasts,Nbl387,Midbrain glutamatergic
Pax6,0.46798029556650245,13.5,Neuroblast,Neuroblasts,Nbl388,Midbrain glutamatergic
Pax6,0.08024691358024691,15.5,Neuroblast,Neuroblasts,Nbl389,Sensory neuron
Pax6,0.021739130434782608,13.0,Neuroblast,Neuroblasts,Nbl390,Midbrain glutamatergic
Pax6,0.10526315789473684,13.5,Neuroblast,Neuroblasts,Nbl391,Midbrain glutamatergic
Pax6,0.03619909502262444,13.0,Neuroblast,Neuroblasts,Nbl392,Midbrain glutamatergic
Pax6,0.0,14.5,Neuroblast,Neuroblasts,Nbl393,Hindbrain glutamatergic
Pax6,0.07660455486542443,12.5,Neuroblast,Neuroblasts,Nbl394,Hindbrain glutamatergic
Pax6,0.33858267716535434,15.0,Neuroblast,Neuroblasts,Nbl395,Hindbrain glutamatergic
Pax6,0.01694915254237288,12.5,Neuroblast,Neuroblasts,Nbl396,Hindbrain glutamatergic
Pax6,0.0,12.5,Neuroblast,Neuroblasts,Nbl398,Hindbrain glutamatergic
Pax6,0.03225806451612903,10.0,Neuroblast,Neuroblasts,Nbl399,Hindbrain glutamatergic
Pax6,0.056179775280898875,12.5,Neuroblast,Neuroblasts,Nbl400,Hindbrain glutamatergic
Pax6,0.0,15.0,Neuroblast,Neuroblasts,Nbl401,Spinal cord glutamatergic
Pax6,0.0,14.5,Neuroblast,Neuroblasts,Nbl402,Hindbrain GABAergic
Pax6,0.05726872246696035,10.0,Neuroblast,Neuroblasts,Nbl403,Hindbrain GABAergic
