Gene,Expression,Age,Class,MainType,ClusterName,Subclass
Tubb3,25.798816568047336,11.0,Undefined,Neuroblasts,NblSN4,Sensory neuron
Tubb3,81.53488372093024,8.5,Neuroblast,Neuroblasts,NblSN5,Sensory neuron
Tubb3,166.2173913043478,11.0,Neuroblast,Neuroblasts,NblSN8,Sensory neuron
Tubb3,97.94416243654823,13.0,Neuroblast,Neuroblasts,Nbl387,Midbrain glutamatergic
Tubb3,152.58128078817734,13.5,Neuroblast,Neuroblasts,Nbl388,Midbrain glutamatergic
Tubb3,154.25925925925927,15.5,Neuroblast,Neuroblasts,Nbl389,Sensory neuron
Tubb3,57.76086956521739,13.0,Neuroblast,Neuroblasts,Nbl390,Midbrain glutamatergic
Tubb3,81.7719298245614,13.5,Neuroblast,Neuroblasts,Nbl391,Midbrain glutamatergic
Tubb3,96.18552036199095,13.0,Neuroblast,Neuroblasts,Nbl392,Midbrain glutamatergic
Tubb3,64.33707865168539,14.5,Neuroblast,Neuroblasts,Nbl393,Hindbrain glutamatergic
Tubb3,71.6832298136646,12.5,Neuroblast,Neuroblasts,Nbl394,Hindbrain glutamatergic
Tubb3,100.03149606299213,15.0,Neuroblast,Neuroblasts,Nbl395,Hindbrain glutamatergic
Tubb3,103.91525423728814,12.5,Neuroblast,Neuroblasts,Nbl396,Hindbrain glutamatergic
Tubb3,74.7378640776699,12.5,Neuroblast,Neuroblasts,Nbl398,Hindbrain glutamatergic
Tubb3,78.23870967741935,10.0,Neuroblast,Neuroblasts,Nbl399,Hindbrain glutamatergic
Tubb3,67.04494382022472,12.5,Neuroblast,Neuroblasts,Nbl400,Hindbrain glutamatergic
Tubb3,57.30916030534351,15.0,Neuroblast,Neuroblasts,Nbl401,Spinal cord glutamatergic
Tubb3,79.84320557491289,14.5,Neuroblast,Neuroblasts,Nbl402,Hindbrain GABAergic
Tubb3,68.84140969162996,10.0,Neuroblast,Neuroblasts,Nbl403,Hindbrain GABAergic
Tubb3,71.02316602316603,17.5,Neuroblast,Neuroblasts,Nbl404,Hindbrain glycinergic
Tubb3,67.77441077441077,12.5,Neuroblast,Neuroblasts,Nbl405,Hindbrain glycinergic
Tubb3,54.19130434782609,13.5,Neuroblast,Neuroblasts,Nbl406,Hindbrain glycinergic
Tubb3,48.25705329153605,12.5,Neuroblast,Neuroblasts,Nbl408,Hindbrain glycinergic
Tubb3,61.07142857142857,12.5,Neuroblast,Neuroblasts,Nbl409,Hindbrain GABAergic
Tubb3,49.27173913043478,13.0,Neuroblast,Neuroblasts,Nbl410,Midbrain
Tubb3,29.61025641025641,13.0,Neuroblast,Neuroblasts,Nbl411,Midbrain
Tubb3,27.056224899598394,13.0,Neuroblast,Neuroblasts,Nbl412,Midbrain glutamatergic
Tubb3,48.07936507936508,15.0,Neuroblast,Neuroblasts,Nbl414,Midbrain glutamatergic
Tubb3,52.09076433121019,16.5,Neuroblast,Neuroblasts,Nbl415,Midbrain glutamatergic
Tubb3,53.65217391304348,13.0,Neuroblast,Neuroblasts,Nbl416,Midbrain glutamatergic
Tubb3,65.69689119170984,13.0,Neuroblast,Neuroblasts,Nbl419,Midbrain glutamatergic
Tubb3,36.65365853658537,16.0,Neuroblast,Neuroblasts,Nbl421,Thalamus glutamatergic
Tubb3,40.45957446808511,16.0,Neuroblast,Neuroblasts,Nbl422,Thalamus glutamatergic
Tubb3,32.36868686868687,15.5,Neuroblast,Neuroblasts,Nbl423,Thalamus glutamatergic
Tubb3,24.824242424242424,15.0,Neuroblast,Neuroblasts,Nbl424,Thalamus glutamatergic
Tubb3,5.454545454545454,14.5,Neuroblast,Neuroblasts,Nbl425,Neuronal intermediate progenitor
Tubb3,7.70185873605948,12.5,Neuroblast,Neuroblasts,Nbl428,Neuronal intermediate progenitor
Tubb3,14.720136518771332,12.5,Neuroblast,Neuroblasts,Nbl429,Forebrain glutamatergic
Tubb3,36.05747126436781,17.0,Neuroblast,Neuroblasts,Nbl430,Neuronal intermediate progenitor
Tubb3,31.825783972125436,15.5,Neuroblast,Neuroblasts,Nbl431,Forebrain glutamatergic
Tubb3,14.486486486486486,16.0,Neuroblast,Neuroblasts,Nbl433,Neuronal intermediate progenitor
Tubb3,12.5,12.5,Neuroblast,Neuroblasts,Nbl435,Forebrain glutamatergic
Tubb3,8.857142857142858,16.0,Neuroblast,Neuroblasts,Nbl437,Neuronal intermediate progenitor
Tubb3,5.012631578947368,17.5,Neuroblast,Neuroblasts,Nbl438,Neuronal intermediate progenitor
Tubb3,12.766816143497758,16.25,Neuroblast,Neuroblasts,Nbl440,Neuronal intermediate progenitor
Tubb3,9.344827586206897,16.0,Neuroblast,Neuroblasts,Nbl442,Neuronal intermediate progenitor
Tubb3,26.116640746500778,16.0,Neuroblast,Neuroblasts,Nbl443,Neuronal intermediate progenitor
Tubb3,17.69607843137255,16.25,Neuroblast,Neuroblasts,Nbl444,Neuronal intermediate progenitor
Tubb3,17.203007518796994,10.0,Neuroblast,Neuroblasts,Nbl445,Neuronal intermediate progenitor
Tubb3,28.683333333333334,10.0,Neuroblast,Neuroblasts,Nbl447,Neuronal intermediate progenitor
Tubb3,21.083333333333332,11.0,Neuroblast,Neuroblasts,Nbl448,Undefined
Tubb3,14.432098765432098,16.5,Neuroblast,Neuroblasts,Nbl449,Forebrain GABAergic
Tubb3,8.425837320574162,15.0,Neuroblast,Neuroblasts,Nbl450,Forebrain GABAergic
Tubb3,6.0688524590163935,13.0,Neuroblast,Neuroblasts,Nbl451,Forebrain GABAergic
Tubb3,7.132804757185332,10.0,Neuroblast,Neuroblasts,Nbl452,Forebrain GABAergic
Tubb3,17.283783783783782,10.0,Neuroblast,Neuroblasts,Nbl454,Forebrain GABAergic
Tubb3,20.57773851590106,10.0,Neuroblast,Neuroblasts,Nbl455,Forebrain GABAergic
Tubb3,13.967213114754099,9.0,Neuroblast,Neuroblasts,Nbl456,Forebrain GABAergic
Tubb3,17.770180436847102,16.0,Neuroblast,Neuroblasts,Nbl458,Forebrain GABAergic
Tubb3,7.241379310344827,11.0,Neuroblast,Neuroblasts,Nbl459,Hindbrain
Tubb3,7.655737704918033,10.0,Neuroblast,Neuroblasts,Nbl460,Hindbrain
Tubb3,11.68131868131868,10.0,Neuroblast,Neuroblasts,Nbl461,Hindbrain
Tubb3,3.6396396396396398,13.0,Neuroblast,Neuroblasts,Nbl462,Hindbrain
Tubb3,5.432926829268292,12.0,Neuroblast,Neuroblasts,Nbl463,Hindbrain
Tubb3,1.6363636363636365,18.0,Neuroblast,Neuroblasts,Nbl464,Hindbrain
Tubb3,22.28688524590164,14.5,Neuroblast,Neuroblasts,Nbl465,Hindbrain glycinergic
Tubb3,17.133333333333333,13.0,Neuroblast,Neuroblasts,Nbl466,Hindbrain glycinergic
Tubb3,20.28205128205128,14.0,Neuroblast,Neuroblasts,Nbl467,Hindbrain glycinergic
Tubb3,21.194444444444443,12.0,Neuroblast,Neuroblasts,Nbl468,Undefined
Tubb3,21.056277056277057,9.0,Neuroblast,Neuroblasts,Nbl470,Mixed region glutamatergic
Tubb3,26.272727272727273,14.5,Neuroblast,Neuroblasts,Nbl471,Mixed region glutamatergic
Tubb3,25.964285714285715,12.5,Neuroblast,Neuroblasts,Nbl472,Mixed region glutamatergic
Tubb3,49.8503937007874,14.5,Neuroblast,Neuroblasts,Nbl473,Hindbrain glutamatergic
Tubb3,68.46981627296589,12.0,Neuroblast,Neuroblasts,Nbl474,Hindbrain glutamatergic
Tubb3,61.2589928057554,12.5,Neuroblast,Neuroblasts,Nbl475,Hindbrain glutamatergic
Tubb3,14.606060606060606,11.0,Neuroblast,Neuroblasts,Nbl477,Hindbrain
Tubb3,5.742424242424242,11.0,Neuroblast,Neuroblasts,Nbl478,Hindbrain
Tubb3,15.961538461538462,15.5,Neuroblast,Neuroblasts,Nbl480,Hindbrain
Tubb3,25.108695652173914,13.0,Neuroblast,Neuroblasts,Nbl481,Hindbrain
Tubb3,4.140096618357488,15.5,Neuroblast,Neuroblasts,Nbl483,Hindbrain
Tubb3,2.0326678765880217,13.5,Neuroblast,Neuroblasts,Nbl485,Hindbrain
Tubb3,7.24468085106383,13.5,Neuroblast,Neuroblasts,Nbl488,Hindbrain glutamatergic
Tubb3,5.762452107279693,13.0,Neuroblast,Neuroblasts,Nbl489,Hindbrain
Tubb3,3.2533333333333334,12.5,Neuroblast,Neuroblasts,Nbl490,Hindbrain glutamatergic
Tubb3,2.4838709677419355,15.0,Neuroblast,Neuroblasts,Nbl491,Hindbrain glutamatergic
Tubb3,44.255102040816325,13.0,Neuron,Neurons,Neur493,Cortical or hippocampal glutamatergic
Tubb3,24.263157894736842,12.0,Neuron,Neurons,Neur494,Cortical or hippocampal glutamatergic
Tubb3,14.126666666666667,13.5,Neuron,Neurons,Neur495,Cortical or hippocampal glutamatergic
Tubb3,39.90405117270789,11.0,Neuron,Neurons,Neur496,Cortical or hippocampal glutamatergic
Tubb3,26.495934959349594,16.0,Neuron,Neurons,Neur497,Cortical or hippocampal glutamatergic
Tubb3,25.74173553719008,12.0,Neuron,Neurons,Neur498,Cortical or hippocampal glutamatergic
Tubb3,16.062737642585553,16.0,Neuron,Neurons,Neur499,Cortical or hippocampal glutamatergic
Tubb3,20.55421686746988,12.5,Neuron,Neurons,Neur500,Cortical or hippocampal glutamatergic
Tubb3,15.829608938547485,13.0,Neuron,Neurons,Neur501,Cortical or hippocampal glutamatergic
Tubb3,13.439127375087967,12.0,Neuron,Neurons,Neur504,Cortical or hippocampal glutamatergic
Tubb3,16.08577298407807,12.0,Neuron,Neurons,Neur505,Cortical or hippocampal glutamatergic
Tubb3,25.95761078998073,14.5,Neuron,Neurons,Neur506,Cortical or hippocampal glutamatergic
Tubb3,21.712418300653596,12.0,Neuron,Neurons,Neur508,Cortical or hippocampal glutamatergic
Tubb3,32.981998199819984,18.0,Neuron,Neurons,Neur511,Cortical or hippocampal glutamatergic
Tubb3,31.43501326259947,13.0,Neuron,Neurons,Neur514,Cortical or hippocampal glutamatergic
Tubb3,25.648181011535048,13.0,Neuron,Neurons,Neur516,Cortical or hippocampal glutamatergic
Tubb3,35.96153846153846,12.5,Neuron,Neurons,Neur519,Cortical or hippocampal glutamatergic
Tubb3,43.431693989071036,13.0,Neuron,Neurons,Neur520,Cortical or hippocampal glutamatergic
Tubb3,30.31858407079646,12.5,Neuron,Neurons,Neur521,Cortical or hippocampal glutamatergic
Tubb3,51.70236220472441,12.5,Neuron,Neurons,Neur523,Cortical or hippocampal glutamatergic
Tubb3,26.846728971962616,12.0,Neuron,Neurons,Neur524,Cortical or hippocampal glutamatergic
Tubb3,27.045454545454547,12.5,Neuron,Neurons,Neur525,Cortical or hippocampal glutamatergic
Tubb3,30.466666666666665,12.0,Neuron,Neurons,Neur527,Cortical or hippocampal glutamatergic
Tubb3,32.80952380952381,15.5,Neuron,Neurons,Neur528,Cortical or hippocampal glutamatergic
Tubb3,14.727272727272727,12.0,Neuron,Neurons,Neur529,Forebrain GABAergic
Tubb3,15.215938303341902,15.0,Neuron,Neurons,Neur530,Forebrain GABAergic
Tubb3,18.431635388739945,12.5,Neuron,Neurons,Neur532,Forebrain GABAergic
Tubb3,18.076642335766422,16.0,Neuron,Neurons,Neur535,Forebrain GABAergic
Tubb3,19.146464646464647,14.0,Neuron,Neurons,Neur536,Forebrain GABAergic
Tubb3,14.219444444444445,15.0,Neuron,Neurons,Neur537,Forebrain GABAergic
Tubb3,12.866995073891626,11.0,Neuron,Neurons,Neur539,Forebrain GABAergic
Tubb3,39.492805755395686,15.0,Neuron,Neurons,Neur540,Forebrain GABAergic
Tubb3,31.714285714285715,14.0,Neuron,Neurons,Neur541,Forebrain GABAergic
Tubb3,32.772602739726025,16.25,Neuron,Neurons,Neur542,Forebrain GABAergic
Tubb3,22.85014409221902,17.5,Neuron,Neurons,Neur544,Forebrain GABAergic
Tubb3,25.885922330097088,12.5,Neuron,Neurons,Neur545,Forebrain GABAergic
Tubb3,28.216,10.0,Neuron,Neurons,Neur546,Forebrain GABAergic
Tubb3,34.1231732776618,16.5,Neuron,Neurons,Neur547,Forebrain GABAergic
Tubb3,26.597457627118644,16.0,Neuron,Neurons,Neur548,Forebrain GABAergic
Tubb3,14.209302325581396,12.0,Neuron,Neurons,Neur550,Forebrain GABAergic
Tubb3,19.15525114155251,12.0,Neuron,Neurons,Neur551,Forebrain GABAergic
Tubb3,18.61111111111111,12.0,Neuron,Neurons,Neur552,Forebrain GABAergic
Tubb3,28.858778625954198,15.0,Neuron,Neurons,Neur553,Forebrain GABAergic
Tubb3,16.325342465753426,12.5,Neuron,Neurons,Neur554,Forebrain GABAergic
Tubb3,11.313253012048193,12.0,Neuron,Neurons,Neur555,Forebrain GABAergic
Tubb3,15.647058823529411,12.0,Neuron,Neurons,Neur556,Undefined
Tubb3,28.74590163934426,11.0,Neuron,Neurons,Neur557,Undefined
Tubb3,23.012875536480685,11.0,Neuron,Neurons,Neur558,Forebrain GABAergic
Tubb3,30.506561679790025,12.5,Neuron,Neurons,Neur560,Forebrain GABAergic
Tubb3,16.943396226415093,13.5,Neuron,Neurons,Neur561,Forebrain GABAergic
Tubb3,10.285714285714286,12.0,Neuron,Neurons,Neur563,Forebrain GABAergic
Tubb3,13.427652733118972,16.0,Neuron,Neurons,Neur565,Forebrain GABAergic
Tubb3,20.71005917159763,14.0,Neuron,Neurons,Neur566,Forebrain GABAergic
Tubb3,13.347826086956522,16.25,Neuron,Neurons,Neur567,Forebrain GABAergic
Tubb3,19.646718146718147,11.0,Neuron,Neurons,Neur569,Forebrain GABAergic
Tubb3,22.980645161290322,12.5,Neuron,Neurons,Neur571,Forebrain GABAergic
Tubb3,14.231075697211155,15.0,Neuron,Neurons,Neur572,Forebrain GABAergic
Tubb3,12.216,13.5,Neuron,Neurons,Neur576,Midbrain GABAergic
Tubb3,13.256048387096774,13.0,Neuron,Neurons,Neur577,Midbrain GABAergic
Tubb3,9.662650602409638,12.5,Neuron,Neurons,Neur582,Midbrain GABAergic
Tubb3,12.1,11.0,Neuron,Neurons,Neur583,Midbrain GABAergic
Tubb3,12.910798122065728,14.0,Neuron,Neurons,Neur589,Midbrain GABAergic
Tubb3,25.346715328467152,15.5,Neuron,Neurons,Neur590,Hindbrain glycinergic
Tubb3,34.13895216400911,15.0,Neuron,Neurons,Neur591,Midbrain-hindbrain GABAergic
Tubb3,39.043956043956044,15.5,Neuron,Neurons,Neur592,Midbrain GABAergic
Tubb3,32.01234567901235,18.0,Neuron,Neurons,Neur596,Hindbrain glycinergic
Tubb3,21.853658536585368,12.0,Neuron,Neurons,Neur597,Hindbrain GABAergic
Tubb3,13.615819209039548,13.5,Neuron,Neurons,Neur598,Hindbrain GABAergic
Tubb3,11.357357357357357,13.5,Neuron,Neurons,Neur599,Hindbrain glycinergic
Tubb3,15.81419624217119,12.5,Neuron,Neurons,Neur600,Hindbrain glycinergic
Tubb3,28.29032258064516,12.5,Neuron,Neurons,Neur601,Hindbrain glycinergic
Tubb3,16.7921146953405,14.5,Neuron,Neurons,Neur602,Hindbrain glycinergic
Tubb3,50.15160349854227,12.5,Neuron,Neurons,Neur603,Hindbrain glycinergic
Tubb3,33.51908396946565,15.0,Neuron,Neurons,Neur604,Hindbrain glycinergic
Tubb3,24.024316109422493,15.0,Neuron,Neurons,Neur605,Hindbrain glycinergic
Tubb3,21.05263157894737,17.0,Neuron,Neurons,Neur606,Spinal cord glycinergic
Tubb3,23.273972602739725,16.5,Neuron,Neurons,Neur607,Spinal cord glycinergic
Tubb3,29.991150442477878,17.0,Neuron,Neurons,Neur608,Hindbrain GABAergic
Tubb3,31.692307692307693,12.0,Neuron,Neurons,Neur609,Hindbrain GABAergic
Tubb3,54.60311284046693,15.0,Neuron,Neurons,Neur610,Hindbrain GABAergic
Tubb3,45.355731225296445,14.5,Neuron,Neurons,Neur611,Hindbrain GABAergic
Tubb3,31.072386058981234,10.0,Neuron,Neurons,Neur612,Hindbrain glycinergic
Tubb3,34.8728813559322,16.5,Neuron,Neurons,Neur615,Hindbrain GABAergic
Tubb3,29.980263157894736,16.5,Neuron,Neurons,Neur616,Hindbrain GABAergic
Tubb3,38.56149732620321,10.0,Neuron,Neurons,Neur617,Hindbrain glycinergic
Tubb3,40.967592592592595,14.0,Neuron,Neurons,Neur618,Hindbrain GABAergic
Tubb3,44.861189801699716,12.5,Neuron,Neurons,Neur619,Hindbrain GABAergic
Tubb3,38.04225352112676,15.0,Neuron,Neurons,Neur620,Hindbrain glycinergic
Tubb3,30.565333333333335,14.5,Neuron,Neurons,Neur621,Hindbrain glycinergic
Tubb3,37.152,12.5,Neuron,Neurons,Neur622,Hindbrain glycinergic
Tubb3,35.175257731958766,15.0,Neuron,Neurons,Neur623,Spinal cord glutamatergic
Tubb3,28.176470588235293,17.0,Neuron,Neurons,Neur627,Hindbrain glutamatergic
Tubb3,54.25213675213675,14.5,Neuron,Neurons,Neur628,Hindbrain glutamatergic
Tubb3,39.19431279620853,14.5,Neuron,Neurons,Neur629,Hindbrain glutamatergic
Tubb3,40.91208791208791,16.5,Neuron,Neurons,Neur630,Hindbrain glutamatergic
Tubb3,47.920529801324506,10.0,Neuron,Neurons,Neur631,Hindbrain glutamatergic
Tubb3,42.64705882352941,12.5,Neuron,Neurons,Neur632,Hindbrain glutamatergic
Tubb3,48.81277533039648,18.0,Neuron,Neurons,Neur633,Hindbrain glutamatergic
Tubb3,36.119897959183675,16.5,Neuron,Neurons,Neur634,Hindbrain glutamatergic
Tubb3,59.85971223021583,12.5,Neuron,Neurons,Neur635,Hindbrain glutamatergic
Tubb3,63.26,12.5,Neuron,Neurons,Neur636,Hindbrain glutamatergic
Tubb3,50.535353535353536,12.5,Neuron,Neurons,Neur637,Hindbrain glutamatergic
Tubb3,49.79090909090909,10.0,Neuron,Neurons,Neur638,Hindbrain glutamatergic
Tubb3,31.766233766233768,12.5,Neuron,Neurons,Neur639,Hindbrain glutamatergic
Tubb3,37.26568265682657,10.0,Neuron,Neurons,Neur640,Hindbrain glutamatergic
Tubb3,49.54081632653061,17.5,Neuron,Neurons,Neur641,Hindbrain glutamatergic
Tubb3,41.650847457627115,15.0,Neuron,Neurons,Neur642,Hindbrain glutamatergic
Tubb3,45.580357142857146,14.0,Neuron,Neurons,Neur643,Hindbrain glutamatergic
Tubb3,49.641379310344824,10.0,Neuron,Neurons,Neur645,Hindbrain glutamatergic
Tubb3,41.353846153846156,13.5,Neuron,Neurons,Neur646,Hindbrain glutamatergic
Tubb3,27.84,14.0,Neuron,Neurons,Neur647,Hypothalamus glutamatergic
Tubb3,37.33152173913044,14.0,Neuron,Neurons,Neur648,Hypothalamus glutamatergic
Tubb3,26.762402088772845,16.5,Neuron,Neurons,Neur649,Hypothalamus glutamatergic
Tubb3,42.056603773584904,17.5,Neuron,Neurons,Neur650,Hindbrain serotoninergic
Tubb3,46.663636363636364,17.5,Neuron,Neurons,Neur652,Midbrain dopaminergic
Tubb3,44.2112676056338,13.0,Neuron,Neurons,Neur653,Midbrain dopaminergic
Tubb3,54.91011235955056,18.0,Neuron,Neurons,Neur654,Midbrain glutamatergic
Tubb3,45.6551724137931,14.0,Neuron,Neurons,Neur655,Midbrain glutamatergic
Tubb3,46.08108108108108,12.5,Neuron,Neurons,Neur656,Midbrain glutamatergic
Tubb3,58.37301587301587,13.5,Neuron,Neurons,Neur657,Midbrain glutamatergic
Tubb3,39.056338028169016,15.0,Neuron,Neurons,Neur658,Midbrain glutamatergic
Tubb3,43.31858407079646,10.0,Neuron,Neurons,Neur659,Midbrain glutamatergic
Tubb3,45.87241379310345,15.0,Neuron,Neurons,Neur660,Midbrain glutamatergic
Tubb3,37.84615384615385,10.0,Neuron,Neurons,Neur661,Midbrain glutamatergic
Tubb3,38.72,13.0,Neuron,Neurons,Neur662,Midbrain glutamatergic
Tubb3,42.03864734299517,14.0,Neuron,Neurons,Neur663,Hypothalamus
Tubb3,43.18994413407821,15.5,Neuron,Neurons,Neur664,Hypothalamus
Tubb3,49.053763440860216,14.0,Neuron,Neurons,Neur665,Forebrain glutamatergic
Tubb3,53.28865979381443,16.5,Neuron,Neurons,Neur666,Cajal-Retzius
Tubb3,42.92788461538461,17.0,Neuron,Neurons,Neur667,Forebrain glutamatergic
Tubb3,33.68103448275862,12.5,Neuron,Neurons,Neur669,Forebrain glutamatergic
Tubb3,30.303142329020332,14.0,Neuron,Neurons,Neur670,Forebrain glutamatergic
Tubb3,30.28767123287671,11.0,Neuron,Neurons,Neur671,Forebrain glutamatergic
Tubb3,50.41753653444676,15.0,Neuron,Neurons,Neur672,Forebrain glutamatergic
Tubb3,52.28378378378378,13.5,Neuron,Neurons,Neur673,Forebrain glutamatergic
Tubb3,38.072625698324025,16.0,Neuron,Neurons,Neur677,Cajal-Retzius
Tubb3,29.854700854700855,13.5,Neuron,Neurons,Neur678,Cajal-Retzius
Tubb3,26.676579925650557,14.0,Neuron,Neurons,Neur680,Forebrain glutamatergic
Tubb3,38.384105960264904,10.0,Neuron,Neurons,Neur681,Forebrain glutamatergic
Tubb3,49.0,12.5,Neuron,Neurons,Neur682,Forebrain glutamatergic
Tubb3,29.50526315789474,14.0,Neuron,Neurons,Neur683,Forebrain glutamatergic
Tubb3,38.06607929515418,10.0,Neuron,Neurons,Neur684,Forebrain glutamatergic
Tubb3,31.164835164835164,16.25,Neuron,Neurons,Neur685,Forebrain glutamatergic
Tubb3,42.17142857142857,12.5,Neuron,Neurons,Neur687,Cajal-Retzius
Tubb3,35.02926829268293,12.5,Neuron,Neurons,Neur689,Forebrain glutamatergic
Tubb3,35.214285714285715,12.0,Neuron,Neurons,Neur691,Hypothalamus
Tubb3,17.23076923076923,18.0,Neuron,Neurons,Neur692,Hypothalamus
Tubb3,40.11702127659574,14.0,Neuron,Neurons,Neur693,Hypothalamus
Tubb3,21.001935171746492,10.0,Neuron,Neurons,Neur695,Hypothalamus
Tubb3,32.225,15.0,Neuron,Neurons,Neur696,Hypothalamus
Tubb3,16.285714285714285,12.0,Neuron,Neurons,Neur698,Hypothalamus
Tubb3,9.364864864864865,13.0,Neuron,Neurons,Neur699,Spinal cord glutamatergic
Tubb3,11.904494382022472,17.5,Neuron,Neurons,Neur700,Spinal cord glutamatergic
Tubb3,21.66906474820144,16.0,Neuron,Neurons,Neur701,Spinal cord glutamatergic
Tubb3,20.821561338289964,12.0,Neuron,Neurons,Neur702,Midbrain glutamatergic
Tubb3,31.53921568627451,11.0,Neuron,Neurons,Neur704,Midbrain glutamatergic
Tubb3,38.66580310880829,12.0,Neuron,Neurons,Neur708,Midbrain glutamatergic
Tubb3,28.30260047281324,12.0,Neuron,Neurons,Neur713,Midbrain glutamatergic
Tubb3,31.874298540965206,13.0,Neuron,Neurons,Neur714,Midbrain glutamatergic
Tubb3,42.28860759493671,15.5,Neuron,Neurons,Neur715,Forebrain glutamatergic
Tubb3,47.546436285097194,17.0,Neuron,Neurons,Neur716,Forebrain glutamatergic
Tubb3,23.610738255033556,15.5,Neuron,Neurons,Neur717,Forebrain glutamatergic
Tubb3,42.312714776632305,16.5,Neuron,Neurons,Neur718,Forebrain glutamatergic
Tubb3,37.114814814814814,13.0,Neuron,Neurons,Neur720,Forebrain glutamatergic
Tubb3,32.460199004975124,12.5,Neuron,Neurons,Neur721,Forebrain glutamatergic
Tubb3,27.11527377521614,12.5,Neuron,Neurons,Neur722,Forebrain glutamatergic
Tubb3,59.42857142857143,12.0,Neuron,Neurons,Neur723,Forebrain glutamatergic
Tubb3,40.793103448275865,12.0,Neuron,Neurons,Neur724,Forebrain glutamatergic
Tubb3,62.357894736842105,12.5,Neuron,Neurons,Neur725,Forebrain glutamatergic
Tubb3,35.75,12.0,Neuron,Neurons,Neur726,Mixed region
Tubb3,36.892857142857146,12.0,Neuron,Neurons,Neur727,Mixed region glutamatergic
Tubb3,31.103448275862068,16.25,Neuron,Neurons,Neur728,Mixed region and neurotransmitter
Tubb3,31.01851851851852,12.5,Neuron,Neurons,Neur729,Mixed region and neurotransmitter
Tubb3,41.97987191216834,16.25,Neuron,Neurons,Neur730,Mixed region and neurotransmitter
Tubb3,36.9510582010582,16.25,Neuron,Neurons,Neur732,Mixed region glutamatergic
Tubb3,40.401826484018265,11.0,Neuron,Neurons,Neur734,Mixed region glutamatergic
Tubb3,34.4331550802139,11.0,Neuron,Neurons,Neur736,Mixed region GABAergic
Tubb3,17.080837094788674,12.5,Neuron,Neurons,Neur737,Mixed region GABAergic
Tubb3,25.61139896373057,16.25,Neuron,Neurons,Neur738,Mixed region GABAergic
Tubb3,29.27914798206278,10.0,Neuron,Neurons,Neur739,Mixed region GABAergic
Tubb3,29.529411764705884,11.0,Neuron,Neurons,Neur741,Forebrain glutamatergic
Tubb3,33.616883116883116,12.0,Neuron,Neurons,Neur742,Forebrain glutamatergic
Tubb3,43.00961538461539,11.0,Neuron,Neurons,Neur743,Mixed region glutamatergic
Tubb3,37.548449612403104,10.0,Neuron,Neurons,Neur744,Forebrain glutamatergic
Tubb3,29.43243243243243,11.0,Neuron,Neurons,Neur745,Forebrain glutamatergic
Tubb3,23.202614379084967,14.0,Neuron,Neurons,Neur746,Forebrain GABAergic
Tubb3,23.654054054054054,14.0,Neuron,Neurons,Neur747,Forebrain GABAergic
Tubb3,11.862068965517242,14.5,Neuron,Neurons,Neur748,Forebrain GABAergic
Tubb3,31.93312101910828,11.0,Neuron,Neurons,Neur751,Forebrain glutamatergic
Tubb3,38.916666666666664,14.0,Neuron,Neurons,Neur752,Mixed region glutamatergic
Tubb3,28.376744186046512,12.0,Neuron,Neurons,Neur753,Forebrain glutamatergic
Tubb3,25.819767441860463,14.0,Neuron,Neurons,Neur754,Forebrain glutamatergic
Tubb3,21.72222222222222,15.5,Neuron,Neurons,Neur755,Hindbrain glycinergic
Tubb3,22.84601113172542,14.5,Neuron,Neurons,Neur756,Hindbrain glycinergic
Tubb3,18.35609756097561,13.0,Neuron,Neurons,Neur758,Spinal cord glycinergic
Tubb3,21.333333333333332,14.5,Neuron,Neurons,Neur762,Cerebellum GABAergic
Tubb3,70.46360153256705,11.0,Neuron,Neurons,Neur767,Posterior hindbrain glutamatergic
Tubb3,103.28282828282828,14.5,Neuron,Neurons,Neur769,Motor neuron
Tubb3,87.22222222222223,16.5,Neuron,Neurons,Neur771,Dorsal midbrain glutamatergic
Tubb3,82.51063829787235,15.0,Neuron,Neurons,Neur772,Dorsal midbrain glutamatergic
Tubb3,97.35632183908046,10.0,Neuron,Neurons,Neur773,Sensory neuron
Tubb3,95.675,10.0,Neuron,Neurons,Neur774,Sensory neuron
Tubb3,52.65432098765432,15.5,Neuron,Neurons,Neur775,Sensory neuron
Tubb3,44.15277777777778,13.5,Neuron,Neurons,Neur776,Cerebellum glutamatergic
Tubb3,39.812,14.5,Neuron,Neurons,Neur777,Cerebellum glutamatergic
Tubb3,33.96235679214403,13.5,Neuron,Neurons,Neur778,Cerebellum glutamatergic
Tubb3,22.652593486127866,11.0,Neuron,Neurons,Neur779,Cerebellum glutamatergic
Tubb3,20.817629179331306,13.5,Neuron,Neurons,Neur780,Cerebellum glutamatergic
Tubb3,18.837606837606838,14.0,Neuron,Neurons,Neur781,Cerebellum glutamatergic
Tubb3,70.49152542372882,13.5,Neuron,Neurons,Neur783,Epithalamus glutamatergic
Tubb3,46.228070175438596,12.5,Neuron,Neurons,Neur784,Epithalamus glutamatergic
Tubb3,29.550847457627118,14.5,Neuron,Neurons,Neur785,Epithalamus glutamatergic
Tubb3,38.43689320388349,14.5,Neuron,Neurons,Neur786,Epithalamus glutamatergic
Tubb3,28.875862068965517,15.5,Neuron,Neurons,Neur787,Epithalamus glutamatergic
Tubb3,21.112107623318387,12.5,Neuron,Neurons,Neur788,Epithalamus glutamatergic
